    6.0477290252312499E-01   -4.2294194322750001E-02
    6.0451837134874997E-01   -4.2321587224499996E-02
    6.0375579384250000E-01   -4.2403571799624999E-02
    6.0248619789187496E-01   -4.2539784216750004E-02
    6.0070961308374993E-01   -4.2729801409124996E-02
    5.9842911066125004E-01   -4.2972709410687496E-02
    5.9564676172562492E-01   -4.3267561401687499E-02
    5.9236565928624996E-01   -4.3613132176250000E-02
    5.8858789614000007E-01   -4.4008164672437497E-02
    5.8431860311874995E-01   -4.4450962702374995E-02
    5.7956291942812499E-01   -4.4939710370687502E-02
    5.7432296228125002E-01   -4.5472801468124997E-02
    5.6860691519749995E-01   -4.6047891192749997E-02
    5.6241892819062500E-01   -4.6662974177937501E-02
    5.5576618372874997E-01   -4.7315685736499996E-02
    5.4865586916312503E-01   -4.8003591351625005E-02
    5.4109416381874997E-01   -4.8724336377687499E-02
    5.3308927633000003E-01   -4.9475216889812497E-02
    5.2464939510062503E-01   -5.0253818256624998E-02
    5.1578273783562500E-01   -5.1057306869937501E-02
    5.0649951736562504E-01   -5.1882988648687497E-02
    4.9680894895937505E-01   -5.2728099748312503E-02
    4.8671923636812503E-01   -5.3590006073375003E-02
    4.7624260150312497E-01   -5.4465953557062505E-02
    4.6538927114874995E-01   -5.5353048605499992E-02
    4.5416945813562504E-01   -5.6248597137687505E-02
    4.4259638891625003E-01   -5.7149815093937496E-02
    4.3067926480562502E-01   -5.8054138142250002E-02
    4.1843233074687503E-01   -5.8958552717500008E-02
    4.0586780167562497E-01   -5.9860404509187497E-02
    3.9299689496312501E-01   -6.0756969443312499E-02
    3.7983483218687497E-01   -6.1645602987187499E-02
    3.6639384921250001E-01   -6.2523351561249996E-02
    3.5268715853687499E-01   -6.3387630618749996E-02
    3.3872999569187501E-01   -6.4235596114375001E-02
    3.2453458258875001E-01   -6.5064493980624999E-02
    3.1011817779125000E-01   -6.5871220674375008E-02
    2.9549298228124998E-01   -6.6653321397500007E-02
    2.8067425949500002E-01   -6.7407553079375002E-02
    2.6567824950375002E-01   -6.8131041681874990E-02
    2.5051919725187499E-01   -6.8820773639999999E-02
    2.3521336373812499E-01   -6.9473575645624994E-02
    2.1977499390750002E-01   -7.0086434133750000E-02
    2.0422136725187501E-01   -7.0655946291875008E-02
    1.8856774023125000E-01   -7.1178968805000006E-02
    1.7282938325937500E-01   -7.1652158846874994E-02
    1.5702357582750001E-01   -7.2072113603125001E-02
    1.4116560230250000E-01   -7.2435290735624991E-02
    1.2527173763624999E-01   -7.2738317423125004E-02
    1.0935826375750000E-01   -7.2977721090000003E-02
    9.3441476548124999E-02   -7.3149829646249998E-02
    7.7537657938125004E-02   -7.3251170516250005E-02
    6.1663089855624999E-02   -7.3278271123750002E-02
    4.5834054229812494E-02   -7.3227658891875005E-02
    3.0066832989875000E-02   -7.3095861243750004E-02
    1.4376689572125000E-02   -7.2879635109999993E-02
   -1.2191104834500001E-03   -7.2575777189375010E-02
   -1.6705296764125001E-02   -7.2180944654999996E-02
   -3.2066640715187500E-02   -7.1692393217499997E-02
   -4.7285911678500006E-02   -7.1107418359375008E-02
   -6.2348878662999999E-02   -7.0423206027500004E-02
   -7.7239350431874992E-02   -6.9637580477499988E-02
   -9.1943144829374990E-02   -6.8748425952500011E-02
   -1.0644409154687499E-01   -6.7753865977500008E-02
   -1.2072705969875001E-01   -6.6652552851875005E-02
   -1.3477991109062498E-01   -6.5442929585625004E-02
   -1.4858557552062501E-01   -6.4124586056250002E-02
   -1.6213196362687499E-01   -6.2696663568125005E-02
   -1.7540404219312500E-01   -6.1159211009812496E-02
   -1.8838878708250001E-01   -5.9512337256000004E-02
   -2.0107420660250000E-01   -5.7756580199562500E-02
   -2.1344534427750000E-01   -5.5893086049500003E-02
   -2.2549125481187501E-01   -5.3923021229562502E-02
   -2.3720003023187500E-01   -5.1848120709124999E-02
   -2.4855780929187499E-01   -4.9670857522437495E-02
   -2.5955569763625003E-01   -4.7393056617250004E-02
   -2.7018089437124998E-01   -4.5018019071624997E-02
   -2.8042357036437499E-01   -4.2548537403999998E-02
   -2.9027393136562502E-01   -3.9987902914625000E-02
   -2.9972033658749997E-01   -3.7340237748937501E-02
   -3.0875500783687498E-01   -3.4608992949250003E-02
   -3.1736842711437502E-01   -3.1798543182937497E-02
   -3.2555195330062497E-01   -2.8912901061312501E-02
   -3.3329758567250001E-01   -2.5956635875687497E-02
   -3.4059751604312505E-01   -2.2934203208249997E-02
   -3.4744464149499998E-01   -1.9850109563124999E-02
   -3.5383197282187501E-01   -1.6709053980750000E-02
   -3.5975339071812495E-01   -1.3515273689187500E-02
   -3.6520281075937500E-01   -1.0273504698062499E-02
   -3.7017501144812504E-01   -6.9879214480625005E-03
   -3.7466487801812498E-01   -3.6627911601187502E-03
   -3.7866807282624998E-01   -3.0202597503874997E-04
   -3.8218046471750000E-01    3.0903761625812498E-03
   -3.8519863582749997E-01    6.5109684125624996E-03
   -3.8771948653624999E-01    9.9566269234374997E-03
   -3.8974045890499998E-01    1.3424365970000001E-02
   -3.9125943294687504E-01    1.6911531187250001E-02
   -3.9227480524312497E-01    2.0415965459375001E-02
   -3.9278542967062496E-01    2.3935724090750000E-02
   -3.9279065133625002E-01    2.7469377911687496E-02
